id,audio_file_path,journal_text,sentiment_analysis_result,upload_date,user_id_id,title
123,exercises/1/2024_09_20/Landmark_1_brian.mp3,A patient’s family member shared how much they appreciated the time and energy I devoted to their loved one’s care. It’s so encouraging to know our work impacts families just as much as the patients themselves. Their gratitude brightened my day and gave me a renewed sense of purpose. Moments like this are the essence of healthcare.,Positive,2024-08-31 07:52:31,16,Negative Journal 123
124,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, a patient thanked me for explaining each step of their treatment, saying it helped them feel more confident and less afraid. Seeing them relaxed and hopeful was incredibly rewarding. Their gratitude reminded me of the importance of clear communication. It’s these simple acts that create meaningful connections.",Positive,2024-08-29 20:16:42,16,Positive Journal 124
125,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A patient who had been skeptical at first thanked me today, saying my patience and empathy had changed their experience. Their trust grew over time, which was incredibly fulfilling to witness. Knowing that my consistency made them feel supported gives me a deep sense of accomplishment. It’s why I’m committed to showing compassion, no matter what.",Positive,2024-09-09 12:27:18,16,Positive Journal 125
126,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, a patient shared that my positive attitude and care helped them find the strength to keep pushing through recovery. Hearing that I played a part in uplifting their spirit meant the world to me. Their gratitude was a reminder of the powerful role of encouragement in healing. It’s moments like this that make every challenge worth facing.",Positive,2024-09-24 06:08:52,16,Negative Journal 126
127,exercises/1/2024_09_20/Landmark_1_brian.mp3,One of my patients told me they felt a sense of calm and comfort knowing I was there for them. Their trust reinforced the importance of presence and empathy in care. It was a reminder that the smallest gestures can make a big impact on someone’s experience. Knowing I brought them peace made my day.,Positive,2024-09-13 17:11:26,16,Negative Journal 127
128,exercises/1/2024_09_20/Landmark_1_brian.mp3,A patient’s family member thanked me for being attentive and supportive throughout a difficult procedure. They mentioned how comforting it was to know someone genuinely cared for their loved one. Their appreciation reinforced the impact of empathy in healthcare. I left feeling deeply fulfilled and proud of the work we do.,Positive,2024-09-06 10:48:34,16,Positive Journal 128
129,exercises/1/2024_09_20/Landmark_1_brian.mp3,"I dealt with a patient who refused to cooperate during treatment, which made the whole process more stressful. I wish there was more time to address their concerns.",Negative,2024-09-04 15:19:34,16,Negative Journal 129
130,exercises/1/2024_09_20/Landmark_1_brian.mp3,The lack of resources left me unable to provide the level of care my patient deserved. It’s frustrating to see them dissatisfied because of system limitations.,Negative,2024-09-10 06:58:58,16,Negative Journal 130
131,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A family member insisted on procedures that weren’t necessary, creating tension. It’s challenging to maintain patience when they don’t understand the full picture.",Negative,2024-09-04 20:11:53,16,Positive Journal 131
132,exercises/1/2024_09_20/Landmark_1_brian.mp3,I was verbally abused by a patient today who was frustrated with their wait time. It’s hard to stay compassionate when treated with such hostility.,Negative,2024-09-10 01:25:32,16,Negative Journal 132
133,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I had to manage an uncooperative patient who kept delaying their treatment. It made an already packed schedule even harder to handle.",Negative,2024-09-22 12:17:45,17,Negative Journal 133
134,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A patient expressed distrust in the care plan, openly questioning our competence. Moments like these make it difficult to stay motivated.",Negative,2024-09-20 13:40:02,17,Negative Journal 134
135,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Due to time constraints, I couldn’t provide the emotional support my patient needed. It feels like I’m letting them down when I have to rush through care.",Negative,2024-09-25 02:10:27,17,Negative Journal 135
136,exercises/1/2024_09_20/Landmark_1_brian.mp3,"The family of a patient demanded constant updates, adding pressure to an already stressful day. It’s hard to manage when they don’t appreciate our limitations.",Negative,2024-08-26 13:31:06,17,Negative Journal 136
137,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A patient was confrontational during their entire appointment, challenging everything I said. It made an already difficult day even more taxing.",Negative,2024-09-06 02:05:38,17,Negative Journal 137
138,exercises/1/2024_09_20/Landmark_1_brian.mp3,"I faced empathy fatigue today, struggling to offer compassion amid constant complaints. It’s exhausting to stay engaged when you feel emotionally drained.",Negative,2024-09-03 18:40:38,17,Negative Journal 138
139,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A patient’s family insisted on special treatment, refusing to understand our need to prioritize others. It’s frustrating when expectations are so unrealistic.",Negative,2024-09-11 03:23:39,17,Negative Journal 139
140,exercises/1/2024_09_20/Landmark_1_brian.mp3,I had an uncooperative patient today who refused to follow simple instructions. The resistance adds so much stress to my day.,Negative,2024-09-14 15:20:09,17,Negative Journal 140
141,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A family member kept criticizing our approach, saying it wasn’t enough. It’s hard not to take such accusations personally.",Negative,2024-09-07 06:24:33,17,Negative Journal 141
142,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I felt emotionally distant due to a challenging interaction with a frustrated patient. It’s tough to balance empathy when their anger is directed at you.",Negative,2024-09-16 18:35:24,17,Negative Journal 142
143,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Due to a shortage of staff, I couldn’t spend enough time with a patient who was visibly upset. They felt neglected and repeatedly questioned why we weren’t more attentive. Explaining the limitations without sounding dismissive was a real challenge. By the end of it, I felt like I’d failed to meet their needs despite my best efforts.",Negative,2024-09-22 02:30:25,17,Negative Journal 143
144,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A patient today openly expressed distrust in our care approach, saying they didn’t believe in the treatment plan. Their lack of faith was discouraging, especially since we’re committed to providing the best care possible. It’s difficult to see patients lose confidence when we’re constrained by resources and time. I left the encounter feeling deflated.",Negative,2024-09-10 09:15:23,18,Positive Journal 144
145,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I had to deal with a family member who was insistent on unnecessary interventions for their loved one. I tried to explain the reasoning behind our approach, but they were adamant, even accusing us of negligence. Their words stung, and it was hard to shake off the feeling of being unfairly judged. It’s exhausting to face such resistance when all I want is to help.",Negative,2024-08-26 06:51:43,18,Positive Journal 145
146,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A patient’s constant complaints about wait times made me feel frustrated and unable to provide the care I intended. Despite explaining our limitations, they remained upset, making it hard to connect with them empathetically. I could feel myself growing emotionally distant, which isn’t how I want to approach my work. These interactions are draining and impact the care I can give others.",Negative,2024-09-05 22:20:11,18,Negative Journal 146
147,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I felt overwhelmed by a patient’s unrealistic expectations for immediate, constant attention. Balancing their demands with other responsibilities left me feeling pulled in every direction. It’s tough when patients don’t understand that we’re stretched thin, and I worry they feel neglected. I left feeling emotionally drained and worried I hadn’t met their needs.",Negative,2024-09-05 18:13:04,18,Negative Journal 147
148,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A difficult conversation with a patient’s family today became confrontational when they began accusing us of not doing enough. Their expectations didn’t align with what was feasible, and it felt like they didn’t trust us to provide the best care. Trying to remain calm and professional was challenging under such pressure. By the end, I felt deeply drained and questioned how effective I’d been.",Negative,2024-09-05 03:03:18,18,Negative Journal 148
149,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I dealt with a patient who resisted every suggestion I made for their treatment. They openly challenged my expertise, and it was hard to stay calm in the face of such resistance. It’s difficult to remain patient and understanding when your knowledge and care are doubted. This interaction left me questioning my own capabilities and emotionally exhausted.",Negative,2024-09-01 12:41:05,18,Negative Journal 149
150,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A family member today refused to accept our diagnosis, demanding a second opinion and making accusatory remarks. It’s tough to stay composed when your care is constantly questioned, especially by someone who doesn’t understand the full medical picture. Their lack of trust weighed heavily on me throughout the day. By the end of my shift, I felt emotionally worn out and discouraged.",Negative,2024-09-19 23:33:01,18,Negative Journal 150
151,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I was caught in a tense exchange with a patient’s relative who kept insisting on additional tests. Despite explaining that the tests weren’t medically necessary, they didn’t seem satisfied and grew increasingly frustrated. Their impatience and disregard for our expertise made it difficult to maintain my composure. By the end, I felt drained and disheartened, wondering if they understood the limitations we face.",Negative,2024-09-13 19:32:20,18,Negative Journal 151
152,exercises/1/2024_09_20/Landmark_1_brian.mp3,"One of my patients was particularly difficult today, challenging every aspect of their treatment plan. Their resistance to cooperate made the session stressful, and I felt myself becoming defensive, which isn’t how I want to approach patient care. I tried to stay calm, but the tension was palpable. It was one of those days where empathy fatigue was hard to ignore.",Negative,2024-09-11 19:47:53,18,Negative Journal 152
153,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A family member today was upset that we couldn’t accommodate their request for an immediate change in the care plan. I explained the necessity of following established procedures, but they were visibly dissatisfied and even hinted that we weren’t prioritizing their loved one. Their disappointment was palpable and made me question whether I had done enough to convey our reasoning. I left feeling conflicted, torn between empathy and frustration.",Negative,2024-09-20 06:32:20,19,Negative Journal 153
154,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I had an emotionally taxing interaction with a patient who was dismissive of our recommended course of action. Despite my efforts to reassure them, they remained skeptical and made it clear they didn’t trust my judgment. The exchange left me feeling both frustrated and inadequate, struggling to maintain confidence in my own expertise. By the end of the conversation, I was emotionally exhausted.",Negative,2024-09-02 22:45:40,19,Negative Journal 154
155,exercises/1/2024_09_20/Landmark_1_brian.mp3,"A patient today was insistent on alternative treatments that weren’t medically recommended, refusing to consider our standard approach. Navigating their demands while maintaining professionalism was difficult, as they were clearly unhappy with my responses. Each attempt to clarify seemed to fuel their frustration, creating a negative atmosphere. I walked away feeling emotionally drained, questioning if there was a better way to reach an understanding.",Negative,2024-09-16 22:20:23,19,Negative Journal 155
156,exercises/1/2024_09_20/Landmark_1_brian.mp3,"It’s tough seeing the team struggle with burnout. With the current workload, it feels like we’re constantly stretched thin.",Negative,2024-09-20 03:09:03,19,Positive Journal 156
157,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I felt unrecognized for the extra effort I put in. It’s discouraging when leadership doesn’t acknowledge the hard work.",Negative,2024-09-02 17:14:28,20,Negative Journal 157
158,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Another day, another case of insufficient manpower. The extra workload affects not only productivity but also our morale.",Negative,2024-08-29 22:19:21,20,Negative Journal 158
159,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Leadership seems detached from our daily challenges. Without their support, tackling these issues feels like an uphill battle.",Negative,2024-09-12 16:16:15,20,Negative Journal 159
160,exercises/1/2024_09_20/Landmark_1_brian.mp3,It’s disheartening to work hard every day and feel a lack of respect from those higher up. I feel the need for more recognition.,Negative,2024-08-26 20:38:41,20,Positive Journal 160
161,exercises/1/2024_09_20/Landmark_1_brian.mp3,"The constant workload is starting to feel overwhelming, and the team’s frustration is growing. We’re all stretched so thin with little support.",Negative,2024-09-10 23:23:43,20,Negative Journal 161
162,exercises/1/2024_09_20/Landmark_1_brian.mp3,I faced another day of unclear expectations. It’s exhausting to try to juggle everything without a clear definition of my role.,Negative,2024-09-07 23:38:29,20,Negative Journal 162
163,exercises/1/2024_09_20/Landmark_1_brian.mp3,"There’s a lack of recognition here, and it’s starting to affect morale. Working hard without acknowledgment is tough.",Negative,2024-09-15 11:37:29,20,Negative Journal 163
164,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I encountered more disrespect from leadership. It’s disheartening to feel undervalued despite the effort I put in.",Negative,2024-08-26 14:29:54,20,Positive Journal 164
165,exercises/1/2024_09_20/Landmark_1_brian.mp3,The constant shifts in manpower make it hard to manage our workload. It’s frustrating to always be understaffed.,Negative,2024-08-28 16:11:52,20,Negative Journal 165
166,exercises/1/2024_09_20/Landmark_1_brian.mp3,Leadership seems out of touch with our daily struggles. It’s tough to feel motivated when they don’t address our concerns.,Negative,2024-09-25 08:26:13,20,Positive Journal 166
167,exercises/1/2024_09_20/Landmark_1_brian.mp3,"I’ve noticed a decline in team dynamics lately, likely due to the heavy workload. People are starting to show signs of burnout.",Negative,2024-09-06 01:07:11,20,Negative Journal 167
168,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I felt frustrated with the lack of direction. It’s hard to keep going when leadership isn’t providing clear guidance.",Negative,2024-09-08 02:11:28,20,Positive Journal 168
169,exercises/1/2024_09_20/Landmark_1_brian.mp3,The disrespect and lack of recognition from management are starting to take a toll. It’s becoming harder to stay motivated.,Negative,2024-09-10 03:02:03,20,Negative Journal 169
170,exercises/1/2024_09_20/Landmark_1_brian.mp3,Another day without support or acknowledgment from leadership. It’s exhausting to constantly push without any sign of appreciation.,Negative,2024-09-08 18:42:33,20,Negative Journal 170
171,exercises/1/2024_09_20/Landmark_1_brian.mp3,"The workload has been relentless, and I’m starting to feel the effects of burnout creeping in. It’s tough when leadership doesn’t acknowledge the pressure we’re under. I just hope they realize soon how much we need additional support.",Negative,2024-09-20 14:54:00,20,Negative Journal 171
172,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I felt frustrated by the lack of recognition for our team’s efforts. It’s discouraging when leadership doesn’t acknowledge the hard work we put in day after day. A little appreciation could go a long way in lifting morale.",Negative,2024-09-24 08:32:50,20,Positive Journal 172
173,exercises/1/2024_09_20/Landmark_1_brian.mp3,"The team is stretched thin due to constant understaffing, and everyone’s feeling the pressure. We’re expected to take on more than what’s realistic, yet there’s no sign of relief. It’s starting to take a toll on our motivation.",Negative,2024-09-24 11:20:48,20,Negative Journal 173
174,exercises/1/2024_09_20/Landmark_1_brian.mp3,Today was another day where I felt the lack of respect from some senior colleagues. It’s disheartening to feel undervalued despite putting in so much effort. Respect and recognition are so important for staying motivated.,Negative,2024-09-09 07:44:31,20,Negative Journal 174
175,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Leadership seems out of touch with the struggles we face daily, especially with such high demands. I wish they’d take time to listen and address our concerns. Right now, it feels like we’re being left to fend for ourselves.",Negative,2024-08-30 12:55:03,21,Negative Journal 175
176,exercises/1/2024_09_20/Landmark_1_brian.mp3,"I encountered another instance of blurred role boundaries, which has been a persistent issue here. It’s exhausting to work in an environment with such unclear expectations. A more defined structure could make things so much smoother.",Negative,2024-09-01 12:04:35,21,Negative Journal 176
177,exercises/1/2024_09_20/Landmark_1_brian.mp3,"With no recognition for the extra hours I’ve been putting in, it’s hard to stay motivated. Sometimes, a simple acknowledgment would make a big difference. Right now, it just feels like my work is going unnoticed.",Negative,2024-09-19 13:09:00,21,Negative Journal 177
178,exercises/1/2024_09_20/Landmark_1_brian.mp3,"The constant demand to perform without any support is starting to weigh on everyone. We need better communication and leadership that values our well-being. Without it, burnout feels inevitable.",Negative,2024-09-17 17:29:48,21,Negative Journal 178
179,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I felt drained by the lack of respect in the workplace. It’s tough to keep up with all the demands when you don’t feel valued. A little appreciation would make all the difference.",Negative,2024-09-02 07:38:02,22,Negative Journal 179
180,exercises/1/2024_09_20/Landmark_1_brian.mp3,"The lack of team cohesion is becoming more noticeable with every passing day. Everyone seems too overworked to even communicate effectively, which is affecting our productivity. Leadership hasn’t done much to address the growing tension. I just hope they’ll step in before it impacts our work further.",Negative,2024-08-29 14:16:15,22,Negative Journal 180
181,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I was reminded again how stretched thin we are as a team. We’re all balancing impossible workloads, yet there’s no sign of extra resources or support. It’s exhausting to try and keep up with these demands. I wish leadership would address the issue instead of piling on more tasks.",Negative,2024-09-20 08:05:53,22,Negative Journal 181
182,exercises/1/2024_09_20/Landmark_1_brian.mp3,"The absence of clear communication from leadership is causing a lot of confusion. It feels like we’re constantly in the dark about priorities, making it hard to focus on what’s truly important. This uncertainty is draining our motivation and causing a lot of unnecessary stress. I wish there was a stronger direction.",Negative,2024-09-02 21:58:56,22,Negative Journal 182
183,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I felt demoralized by the lack of trust in our team from upper management. They seem to micromanage us without giving us the freedom to do our jobs effectively. It’s frustrating when you’re constantly questioned instead of being trusted. It’s starting to take away the satisfaction I once found in my work.",Negative,2024-09-01 16:54:28,22,Positive Journal 183
184,exercises/1/2024_09_20/Landmark_1_brian.mp3,The constant pressure to perform without recognition is starting to wear on me. Leadership’s lack of acknowledgment makes it feel like we’re just cogs in the machine. It’s difficult to keep putting in the effort when there’s no appreciation for it. I wish they’d take a moment to value our hard work.,Negative,2024-08-30 03:02:03,22,Negative Journal 184
185,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I saw firsthand how the lack of resources is impacting patient care and team morale. We simply don’t have the manpower to keep up with everything, and it’s leaving everyone frustrated and exhausted. Leadership seems to overlook this glaring issue, which makes us feel even more unsupported. It’s disheartening to work so hard and still feel like it’s not enough.",Negative,2024-09-18 14:55:33,22,Positive Journal 185
186,exercises/1/2024_09_20/Landmark_1_brian.mp3,"It’s frustrating to see leadership constantly shifting priorities without consulting us. We’re left scrambling to adapt, which is affecting both our productivity and morale. It would help if they trusted us enough to be part of the decision-making process. This lack of involvement leaves us feeling like we don’t have a voice.",Negative,2024-09-22 06:09:19,23,Negative Journal 186
187,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I experienced yet another instance of leadership failing to listen to our concerns. We’ve been vocal about needing additional resources, but it feels like our words go unheard. The workload is only increasing, and the lack of response is draining. It’s hard to stay motivated when leadership doesn’t seem to care.",Negative,2024-09-16 20:10:08,23,Negative Journal 187
188,exercises/1/2024_09_20/Landmark_1_brian.mp3,"I’m feeling the impact of the constant turnover in our team, as we’re often short-staffed and struggling to keep up. Leadership hasn’t addressed the root causes of this issue, which only adds to our frustration. It’s difficult to stay productive when we’re always in a state of adjustment. I wish they would provide more stability.",Negative,2024-09-01 01:25:07,23,Negative Journal 188
189,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I noticed how a lack of proper training for new team members is impacting our efficiency. We’re expected to take on the extra burden of teaching them, which takes time away from our own work. Leadership doesn’t seem to acknowledge how this affects our productivity. It’s a strain that’s starting to feel unsustainable.",Negative,2024-09-14 14:41:52,23,Negative Journal 189
190,exercises/1/2024_09_20/Landmark_1_brian.mp3,"It’s becoming increasingly difficult to stay focused on quality when we’re pushed to prioritize speed. Leadership seems to be more concerned with numbers than actual outcomes, which is frustrating. It feels like we’re sacrificing our standards just to keep up with demands. I wish they understood the importance of balance.",Negative,2024-09-16 05:15:55,23,Negative Journal 190
191,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I felt the lack of autonomy within our team, as every decision seems to require multiple approvals. This constant need for permission hinders our efficiency and creativity. It’s hard to stay motivated when we can’t even make small changes to improve our workflow. I wish leadership trusted us to make decisions.",Negative,2024-09-03 12:28:52,23,Negative Journal 191
192,exercises/1/2024_09_20/Landmark_1_brian.mp3,"The lack of clarity in our goals is making it difficult to feel a sense of purpose at work. Leadership frequently changes direction, leaving us unsure of what we’re working towards. This inconsistency is affecting our motivation as a team. It’s hard to give our best when we don’t understand the bigger picture.",Negative,2024-08-26 04:59:41,24,Negative Journal 192
193,exercises/1/2024_09_20/Landmark_1_brian.mp3,"Today, I felt the emotional toll of a toxic team environment, with certain colleagues often resorting to negativity and criticism. Leadership has done little to address these dynamics, which is creating a lot of tension. Working in this atmosphere is draining and affects everyone’s morale. I wish leadership would intervene and support a healthier environment.",Negative,2024-09-21 23:54:00,24,Negative Journal 193
194,exercises/1/2024_09_20/Landmark_1_brian.mp3,"It’s challenging to feel connected to the team when we’re each handling such different workloads and there’s no collaboration. Leadership hasn’t facilitated opportunities for us to work together, which affects our unity. I miss the sense of camaraderie we used to have. It’s hard to keep going when everyone feels so isolated.",Negative,2024-09-13 06:28:31,24,Negative Journal 194
